Norm,Environment,Context,Label
عدم اعمال خشونت در برابر دیگران,خیابان شهر,دو نفر در حال درگیری لفظی در خیابان,Expected
خودداری از ابراز علاقه جنسی در ملأ عام,پارک,برای زوج‌های جوان در فضاهای عمومی,Expected
تحصیل و اشتغال زنان با رضایت شوهر,دانشگاه و محل کار,زنان در حال تحصیل و کار با رضایت همسرانشان,Expected
برگزاری جشن نوروز با رسوم سنتی در روستا,جشن نوروز در روستا,روستائیان در حال برگزاری جشن نوروز,Normal
استعمال دخانیات در پارک,پارک,گروهی از افراد در حال سیگار کشیدن در پارک,Normal
انداختن جوهر روی لباس عروس,عروسی,در مراسم عروسی، جوهر را روی لباس عروس می ریزند,Normal
ارائه کمک به دیگران,خیابان شهر,یک شهروند در حال کمک به یک فرد سالمند برای عبور از خیابان,Expected
توزیع غذای نذری,مسجد,شهروندان به رایگان غذای نذری در مسجد توزیع می کنند,Normal
دعا کردن برای آرزوها در شب یلدا,مهمانی خانوادگی,اعضای خانواده آرزوهایشان را بیان می کنند,Normal
مصرف مواد مخدر در اماکن عمومی,پارک,گروهی از جوانان در حال مصرف مواد مخدر در پارک,Taboo
رفتار پرخاشگرانه و توهین‌آمیز,رستوران,یک مشتری در حال داد و بیداد به کارکنان رستوران,Taboo
شکار حیوانات در باغ وحش,باغ وحش,گروهی از شکارچیان در حال شکار غیرقانونی حیوانات در باغ وحش,Taboo
رعایت آداب معاشرت در مهمانی ها,مهمانی,میزبان و میهمانان در یک مهمانی خانوادگی,Expected
استفاده از زبان فارسی معیار,دانشگاه,استاد در حال تدریس با استفاده از زبان فارسی معیار,Taboo
بی ادبی و توهین به کارمند در اداره پست,اداره پست,یک فرد در حال داد زدن و توهین به یکی از کارمندان اداره پست,Taboo
رعایت حقوق همسایگان,محله,همسایگان به آرامش یکدیگر احترام می گذارند,Expected
رعایت آداب غذا خوردن در میهمانی,ضیافت شام,مهمانان در حال صرف غذا در ضیافت شام,Expected
احترام به بزرگترها,مهمانی,جوانی که به سالمندی کمک می کند تا بنشیند,Expected
رعایت نکردن سکوت در محیط های عمومی,کتابخانه,یک گروه دانشجویان در حال صحبت کردن با صدای بلند,Taboo
رعایت حجاب,مراسم عزاداری,زنان در حال عزاداری در تکیه,Expected
حفظ حرمت و کرامت انسانی,زندان ها,مأموران با زندانیان با احترام رفتار می کنند,Normal
سرو گوشت خوک در ضیافت نوروزی,خانه، رستوران,میزبانی که گوشت خوک را در منوی نوروزی سرو می‌کند,Taboo
توزیع آثار مستهجن در فضای مجازی,فضای مجازی,یک کاربر در حال انتشار محتوای مستهجن در اینترنت,Taboo
رعایت سکوت در دادگاه,دادگاه,شاهدان و متهمان در جلسه دادگاه,Expected
تحصیل پسران و دختران در کلاس‌های مختلط,دانشگاه,دانشجویان دختر و پسر در کلاس‌های مختلط در دانشگاه,Normal
شب زنده داری تا صبح در شب یلدا,مهمانی خانوادگی,جوانان خانواده تا صبح بیدار می مانند,Normal
خودداری از تماس فیزیکی با جنس مخالف در انظار عمومی,خیابان شهر,افراد در حال اجتناب از دست دادن یا لمس افراد غیرهمجنس,Expected
خواندن شعر حافظ در شب یلدا,مهمانی خانوادگی,گرد هم آمدن خانواده برای شب نشینی شب یلدا,Normal
پاسداشت آداب دینی,اعیاد مذهبی,مردم در ایام مذهبی آداب خاص را رعایت می کنند,Expected
معرفی جاذبه های گردشگری در فضای مجازی,فضای مجازی,یک کانال گردشگری در حال معرفی اماکن تاریخی و جاذبه های طبیعی کشور,Expected
کمک به بیماران در بیمارستان,بیمارستان,پرستاران و پزشکان در حال کمک و رسیدگی به بیماران در بیمارستان,Expected
اجرای آداب مذهبی در اماکن عمومی,فرودگاه,یک گروه در حال انجام مناسک مذهبی در فرودگاه,Normal
برخورد خشن و زورگویانه با زیردستان,محل کار,یک مدیر در حال برخورد تحقیرآمیز با کارمندانش,Taboo
عدم رعایت حریم خصوصی دیگران,آپارتمان,همسایه ای بدون اجازه وارد خانه همسایه شده است,Taboo
حفظ غرور و عزت ملی,میهن,شهروندان به هویت و غرور ملی خود افتخار می کنند,Expected
تجمع و سر و صدا در ساعات نامناسب,مسافرخانه,مسافران در حال ایجاد سر و صدا و مزاحمت برای دیگران در ساعات استراحت,Expected
برخورد قانونی و غیرخشونت آمیز با معترضین,محوطه دانشگاه,نیروهای انتظامی در حال برخورد قانونی با معترضان دانشجو,Expected
به اشتراک گذاشتن داستان ها و افسانه های شب یلدا,شب یلدا,کاربری در حال انتشار محتوای فرهنگی در مورد جشن یلدا,Expected
حمایت از هنرمندان و اهالی فرهنگ و هنر,تئاتر,حضور در اجرای نمایش های تئاتر,Normal
پرهیز از ربا و معاملات نامشروع,فضای کسب و کار,صاحبان کسب از معامله‌های ربوی اجتناب می‌کنند,Expected
ناکارآمدی سیستم صف و نوبت,بیمارستان,در بیمارستان‌ها و مراکز درمانی دولتی,Expected
اهدای خون برای نجات جان انسان ها,پایگاه اهدای خون,افراد در حال اهدای خون داوطلبانه,Expected
پوشیدن لباس غیررسمی,محل کار رسمی,یک کارمند با لباس غیررسمی در محل کار,Taboo
تن فروشی و روسپیگری زنان و مردان,خیابان شهر,تن فروشان در حال ارائه خدمات جنسی در خیابان,Taboo
